X0,Y0,X1,Y1,PredProb,PredBinary,Corrected
18108.239,21528.684,18309.441,21729.886,0.450,1,0
32393.627,22333.494,32594.830,22534.697,0.076,0,1
30985.208,22534.697,31186.411,22735.900,0.518,1,1
32192.424,22534.697,32393.627,22735.900,0.237,0,1
32393.627,22534.697,32594.830,22735.900,0.337,0,1
30985.208,22735.900,31186.411,22937.102,0.086,0,1
31387.614,22735.900,31588.816,22937.102,0.488,1,1
32192.424,22735.900,32393.627,22937.102,0.385,0,1
31387.614,22937.102,31588.816,23138.305,0.352,0,1
47886.231,22937.102,48087.434,23138.305,0.034,0,1
48087.434,22937.102,48288.636,23138.305,0.273,0,1
8651.714,23138.305,8852.917,23339.508,0.085,0,0
32796.032,23138.305,32997.235,23339.508,0.625,1,1
32997.235,23138.305,33198.438,23339.508,0.681,1,1
33198.438,23138.305,33399.640,23339.508,0.335,0,1
47886.231,23138.305,48087.434,23339.508,0.096,0,1
8651.714,23339.508,8852.917,23540.710,0.077,0,0
8852.917,23339.508,9054.119,23540.710,0.515,1,0
26961.155,23339.508,27162.358,23540.710,0.147,0,1
47483.826,23339.508,47685.028,23540.710,0.054,0,1
47685.028,23339.508,47886.231,23540.710,0.062,0,1
26759.953,23540.710,26961.155,23741.913,0.107,0,1
9456.525,23741.913,9657.727,23943.116,0.049,0,0
26759.953,23741.913,26961.155,23943.116,0.224,0,1
9456.525,23943.116,9657.727,24144.318,0.389,0,0
15895.009,23943.116,16096.212,24144.318,0.066,0,0
26759.953,23943.116,26961.155,24144.318,0.380,0,1
26961.155,23943.116,27162.358,24144.318,0.307,0,1
28369.574,23943.116,28570.777,24144.318,0.063,0,1
9456.525,24144.318,9657.727,24345.521,0.214,0,0
15895.009,24144.318,16096.212,24345.521,0.109,0,0
26759.953,24144.318,26961.155,24345.521,0.309,0,1
26961.155,24144.318,27162.358,24345.521,0.288,0,1
28369.574,24144.318,28570.777,24345.521,0.066,0,1
27765.966,24345.521,27967.169,24546.723,0.087,0,1
13480.578,24546.723,13681.780,24747.926,0.379,0,0
22534.697,24546.723,22735.900,24747.926,0.028,0,1
22735.900,24546.723,22937.102,24747.926,0.210,0,1
24345.521,24546.723,24546.723,24747.926,0.836,1,1
24546.723,24546.723,24747.926,24747.926,0.225,0,1
27564.763,24546.723,27765.966,24747.926,0.064,0,1
27765.966,24546.723,27967.169,24747.926,0.077,0,1
13480.578,24747.926,13681.780,24949.129,0.429,1,0
22534.697,24747.926,22735.900,24949.129,0.024,0,1
23741.913,24747.926,23943.116,24949.129,0.042,0,1
23943.116,24747.926,24144.318,24949.129,0.212,0,1
24345.521,24747.926,24546.723,24949.129,0.118,0,1
24546.723,24747.926,24747.926,24949.129,0.114,0,1
34808.059,24747.926,35009.261,24949.129,0.060,0,1
35009.261,24747.926,35210.464,24949.129,0.354,0,1
35612.869,24747.926,35814.072,24949.129,0.046,0,1
46075.407,24747.926,46276.610,24949.129,0.037,0,1
22534.697,24949.129,22735.900,25150.331,0.068,0,1
23943.116,24949.129,24144.318,25150.331,0.328,0,1
34808.059,24949.129,35009.261,25150.331,0.233,0,1
35009.261,24949.129,35210.464,25150.331,0.240,0,1
35210.464,24949.129,35411.667,25150.331,0.365,0,1
35411.667,24949.129,35612.869,25150.331,0.657,1,1
35612.869,24949.129,35814.072,25150.331,0.110,0,1
35814.072,24949.129,36015.275,25150.331,0.853,1,1
46075.407,24949.129,46276.610,25150.331,0.651,1,1
22534.697,25150.331,22735.900,25351.534,0.230,0,1
23741.913,25150.331,23943.116,25351.534,0.116,0,1
31790.019,25150.331,31991.222,25351.534,0.084,0,0
34808.059,25150.331,35009.261,25351.534,0.320,0,1
35009.261,25150.331,35210.464,25351.534,0.194,0,1
35210.464,25150.331,35411.667,25351.534,0.146,0,1
35411.667,25150.331,35612.869,25351.534,0.796,1,1
22534.697,25351.534,22735.900,25552.737,0.101,0,1
31790.019,25351.534,31991.222,25552.737,0.591,1,0
31991.222,25351.534,32192.424,25552.737,0.429,1,0
35411.667,25351.534,35612.869,25552.737,0.717,1,1
35612.869,25351.534,35814.072,25552.737,0.353,0,1
41447.746,25753.939,41648.949,25955.142,0.059,0,0
41648.949,25753.939,41850.152,25955.142,0.197,0,0
45270.597,25753.939,45471.799,25955.142,0.088,0,1
45471.799,25753.939,45673.002,25955.142,0.338,0,1
21729.886,25955.142,21931.089,26156.345,0.036,0,1
22132.292,25955.142,22333.494,26156.345,0.109,0,1
45270.597,25955.142,45471.799,26156.345,0.424,0,1
45471.799,25955.142,45673.002,26156.345,0.207,0,1
21729.886,26156.345,21931.089,26357.547,0.047,0,1
22132.292,26156.345,22333.494,26357.547,0.104,0,1
37021.288,26156.345,37222.491,26357.547,0.275,0,1
37222.491,26156.345,37423.693,26357.547,0.029,0,1
37826.098,26156.345,38027.301,26357.547,0.039,0,1
40240.530,26156.345,40441.733,26357.547,0.310,0,1
21729.886,26357.547,21931.089,26558.750,0.067,0,1
22132.292,26357.547,22333.494,26558.750,0.280,0,1
36618.883,26357.547,36820.085,26558.750,0.567,1,1
36820.085,26357.547,37021.288,26558.750,0.148,0,1
37021.288,26357.547,37222.491,26558.750,0.222,0,1
37423.693,26357.547,37624.896,26558.750,0.812,1,1
37826.098,26357.547,38027.301,26558.750,0.071,0,1
22132.292,26558.750,22333.494,26759.953,0.048,0,1
37423.693,26558.750,37624.896,26759.953,0.492,1,1
37624.896,26558.750,37826.098,26759.953,0.334,0,1
21327.481,26759.953,21528.684,26961.155,0.056,0,1
36417.680,26759.953,36618.883,26961.155,0.837,1,1
36618.883,26759.953,36820.085,26961.155,0.860,1,1
40240.530,26759.953,40441.733,26961.155,0.783,1,1
21528.684,26961.155,21729.886,27162.358,0.111,0,1
21528.684,27162.358,21729.886,27363.561,0.141,0,1
21327.481,27363.561,21528.684,27564.763,0.041,0,1
38630.909,27564.763,38832.112,27765.966,0.385,0,1
38832.112,27564.763,39033.314,27765.966,0.145,0,1
38832.112,27765.966,39033.314,27967.169,0.242,0,1
39033.314,27765.966,39234.517,27967.169,0.348,0,1
13279.375,28369.574,13480.578,28570.777,0.119,0,0
13078.172,28570.777,13279.375,28771.979,0.062,0,0
13279.375,28570.777,13480.578,28771.979,0.477,1,0
39838.125,28771.979,40039.328,28973.182,0.070,0,1
39636.922,28973.182,39838.125,29174.384,0.043,0,1
39838.125,28973.182,40039.328,29174.384,0.203,0,0
40039.328,28973.182,40240.530,29174.384,0.270,0,0
35612.869,29375.587,35814.072,29576.790,0.079,0,0
38429.706,29375.587,38630.909,29576.790,0.389,0,0
38630.909,29375.587,38832.112,29576.790,0.054,0,0
8450.511,29576.790,8651.714,29777.992,0.206,0,0
8651.714,29576.790,8852.917,29777.992,0.434,1,0
39636.922,29576.790,39838.125,29777.992,0.165,0,1
44465.786,29576.790,44666.989,29777.992,0.033,0,0
44666.989,29576.790,44868.191,29777.992,0.412,0,0
45069.394,29576.790,45270.597,29777.992,0.226,0,0
19516.657,29777.992,19717.860,29979.195,0.060,0,0
19717.860,29777.992,19919.062,29979.195,0.039,0,0
39636.922,29777.992,39838.125,29979.195,0.144,0,1
44465.786,29777.992,44666.989,29979.195,0.095,0,0
44666.989,29777.992,44868.191,29979.195,0.446,1,0
20120.265,29979.195,20321.468,30180.398,0.336,0,0
39636.922,29979.195,39838.125,30180.398,0.420,0,1
44666.989,29979.195,44868.191,30180.398,0.417,1,0
44868.191,29979.195,45069.394,30180.398,0.759,1,0
39636.922,30180.398,39838.125,30381.600,0.173,0,1
39636.922,30381.600,39838.125,30582.803,0.132,0,1
9456.525,30582.803,9657.727,30784.006,0.200,0,0
41045.341,30582.803,41246.544,30784.006,0.084,0,1
41246.544,30582.803,41447.746,30784.006,0.658,1,1
41045.341,30784.006,41246.544,30985.208,0.142,0,1
19315.455,30985.208,19516.657,31186.411,0.214,0,0
19516.657,31186.411,19717.860,31387.614,0.533,1,0
11267.348,31588.816,11468.551,31790.019,0.039,0,0
11468.551,31588.816,11669.754,31790.019,0.074,0,0
11468.551,31790.019,11669.754,31991.222,0.678,1,0
39838.125,31790.019,40039.328,31991.222,0.067,0,0
40039.328,31790.019,40240.530,31991.222,0.511,1,0
41648.949,31790.019,41850.152,31991.222,0.056,0,0
11870.956,31991.222,12072.159,32192.424,0.283,0,0
39838.125,31991.222,40039.328,32192.424,0.304,0,0
40039.328,31991.222,40240.530,32192.424,0.490,1,0
41447.746,31991.222,41648.949,32192.424,0.049,0,0
41648.949,31991.222,41850.152,32192.424,0.664,1,0
11870.956,32192.424,12072.159,32393.627,0.512,1,0
18711.847,32192.424,18913.049,32393.627,0.097,0,0
40642.936,32192.424,40844.138,32393.627,0.262,0,0
18711.847,32393.627,18913.049,32594.830,0.126,0,0
40240.530,32393.627,40441.733,32594.830,0.410,0,0
40642.936,32393.627,40844.138,32594.830,0.350,0,0
40240.530,32594.830,40441.733,32796.032,0.414,1,0
41045.341,32594.830,41246.544,32796.032,0.342,0,0
9657.727,32796.032,9858.930,32997.235,0.064,0,0
9858.930,32796.032,10060.133,32997.235,0.437,1,0
41045.341,32796.032,41246.544,32997.235,0.449,1,0
38228.504,32997.235,38429.706,33198.438,0.076,0,0
38429.706,32997.235,38630.909,33198.438,0.245,0,0
31991.222,33198.438,32192.424,33399.640,0.071,0,0
32192.424,33198.438,32393.627,33399.640,0.435,1,0
38228.504,33198.438,38429.706,33399.640,0.102,0,0
26156.345,33600.843,26357.547,33802.045,0.211,0,0
26156.345,33802.045,26357.547,34003.248,0.059,0,0
38630.909,33802.045,38832.112,34003.248,0.054,0,0
38630.909,34003.248,38832.112,34204.451,0.055,0,0
38832.112,34003.248,39033.314,34204.451,0.456,1,0
16901.023,34204.451,17102.225,34405.653,0.196,0,0
60360.795,34204.451,60561.998,34405.653,0.445,1,0
16699.820,34405.653,16901.023,34606.856,0.195,0,0
16901.023,34405.653,17102.225,34606.856,0.167,0,0
16699.820,34606.856,16901.023,34808.059,0.542,1,0
20723.873,35009.261,20925.076,35210.464,0.169,0,0
20925.076,35009.261,21126.278,35210.464,0.051,0,0
20723.873,35210.464,20925.076,35411.667,0.057,0,0
26759.953,35210.464,26961.155,35411.667,0.089,0,0
26961.155,35210.464,27162.358,35411.667,0.048,0,0
44264.583,35210.464,44465.786,35411.667,0.082,0,0
59757.187,35210.464,59958.390,35411.667,0.709,1,0
22735.900,35411.667,22937.102,35612.869,0.064,0,0
26759.953,35411.667,26961.155,35612.869,0.057,0,0
44264.583,35411.667,44465.786,35612.869,0.766,1,0
22735.900,35612.869,22937.102,35814.072,0.205,0,0
22937.102,35612.869,23138.305,35814.072,0.516,1,0
43660.975,35612.869,43862.178,35814.072,0.237,0,0
43862.178,35612.869,44063.381,35814.072,0.217,0,0
43862.178,35814.072,44063.381,36015.275,0.513,1,0
44063.381,35814.072,44264.583,36015.275,0.722,1,0
44264.583,35814.072,44465.786,36015.275,0.650,1,0
41648.949,36015.275,41850.152,36216.477,0.578,1,0
44063.381,36015.275,44264.583,36216.477,0.120,0,0
44264.583,36015.275,44465.786,36216.477,0.773,1,0
44465.786,36015.275,44666.989,36216.477,0.517,1,0
44666.989,36015.275,44868.191,36216.477,0.622,1,0
80078.655,36015.275,80279.858,36216.477,0.070,0,0
80279.858,36015.275,80481.061,36216.477,0.224,0,0
32594.830,36216.477,32796.032,36417.680,0.166,0,0
32796.032,36216.477,32997.235,36417.680,0.085,0,0
44063.381,36216.477,44264.583,36417.680,0.541,1,0
44465.786,36216.477,44666.989,36417.680,0.511,1,0
80279.858,36216.477,80481.061,36417.680,0.457,1,0
32594.830,36417.680,32796.032,36618.883,0.185,0,0
12474.564,36820.085,12675.767,37021.288,0.091,0,0
12675.767,36820.085,12876.970,37021.288,0.583,1,0
40844.138,36820.085,41045.341,37021.288,0.071,0,0
41045.341,36820.085,41246.544,37021.288,0.090,0,0
42453.759,36820.085,42654.962,37021.288,0.299,0,0
42654.962,36820.085,42856.165,37021.288,0.228,0,0
42252.557,37021.288,42453.759,37222.491,0.132,0,0
19516.657,37222.491,19717.860,37423.693,0.188,0,0
41045.341,37222.491,41246.544,37423.693,0.080,0,0
19516.657,37423.693,19717.860,37624.896,0.290,0,0
19717.860,37423.693,19919.062,37624.896,0.439,1,0
22735.900,37423.693,22937.102,37624.896,0.088,0,0
41246.544,37423.693,41447.746,37624.896,0.616,1,0
42051.354,37423.693,42252.557,37624.896,0.082,0,0
18510.644,37624.896,18711.847,37826.098,0.127,0,0
18711.847,37624.896,18913.049,37826.098,0.452,1,0
21528.684,37624.896,21729.886,37826.098,0.055,0,0
22735.900,37624.896,22937.102,37826.098,0.330,0,0
21729.886,37826.098,21931.089,38027.301,0.541,1,0
39033.314,37826.098,39234.517,38027.301,0.049,0,0
23339.508,38027.301,23540.710,38228.504,0.633,1,0
39033.314,38027.301,39234.517,38228.504,0.242,0,0
40844.138,38027.301,41045.341,38228.504,0.044,0,0
30985.208,38228.504,31186.411,38429.706,0.097,0,0
31186.411,38228.504,31387.614,38429.706,0.311,0,0
31186.411,38429.706,31387.614,38630.909,0.462,1,0
17102.225,39033.314,17303.428,39234.517,0.099,0,0
28771.979,39033.314,28973.182,39234.517,0.130,0,0
44264.583,39033.314,44465.786,39234.517,0.822,1,0
17102.225,39234.517,17303.428,39435.720,0.068,0,0
17303.428,39234.517,17504.631,39435.720,0.481,1,0
26357.547,39234.517,26558.750,39435.720,0.150,0,0
26558.750,39234.517,26759.953,39435.720,0.437,1,0
26759.953,39234.517,26961.155,39435.720,0.193,0,0
28771.979,39234.517,28973.182,39435.720,0.474,1,0
34606.856,39234.517,34808.059,39435.720,0.060,0,0
26961.155,39435.720,27162.358,39636.922,0.484,1,0
34606.856,39435.720,34808.059,39636.922,0.525,1,0
26357.547,39636.922,26558.750,39838.125,0.041,0,0
26961.155,39636.922,27162.358,39838.125,0.065,0,0
29576.790,40039.328,29777.992,40240.530,0.291,0,0
20321.468,40240.530,20522.670,40441.733,0.058,0,0
20522.670,40240.530,20723.873,40441.733,0.077,0,0
29576.790,40240.530,29777.992,40441.733,0.100,0,0
11870.956,40441.733,12072.159,40642.936,0.170,0,0
19919.062,40441.733,20120.265,40642.936,0.146,0,0
20120.265,40441.733,20321.468,40642.936,0.188,0,0
24747.926,40441.733,24949.129,40642.936,0.119,0,0
10864.943,40642.936,11066.146,40844.138,0.040,0,0
11066.146,40642.936,11267.348,40844.138,0.455,1,0
25955.142,40642.936,26156.345,40844.138,0.168,0,0
26156.345,40642.936,26357.547,40844.138,0.340,0,0
28771.979,40642.936,28973.182,40844.138,0.055,0,0
25552.737,40844.138,25753.939,41045.341,0.124,0,0
25753.939,40844.138,25955.142,41045.341,0.175,0,0
26759.953,41045.341,26961.155,41246.544,0.054,0,0
26961.155,41045.341,27162.358,41246.544,0.228,0,0
28973.182,41045.341,29174.384,41246.544,0.110,0,0
46276.610,41045.341,46477.812,41246.544,0.113,0,0
28973.182,41246.544,29174.384,41447.746,0.088,0,0
8852.917,41850.152,9054.119,42051.354,0.048,0,0
27564.763,41850.152,27765.966,42051.354,0.509,1,0
8852.917,42051.354,9054.119,42252.557,0.468,1,0
27162.358,42051.354,27363.561,42252.557,0.328,0,0
21327.481,42252.557,21528.684,42453.759,0.137,0,0
21126.278,42453.759,21327.481,42654.962,0.303,0,0
25150.331,42453.759,25351.534,42654.962,0.035,0,0
25351.534,42453.759,25552.737,42654.962,0.101,0,0
56135.540,42453.759,56336.742,42654.962,0.283,0,1
14486.591,42654.962,14687.794,42856.165,0.129,0,0
14687.794,42654.962,14888.996,42856.165,0.178,0,0
25150.331,42654.962,25351.534,42856.165,0.194,0,0
26357.547,42654.962,26558.750,42856.165,0.164,0,0
27564.763,42654.962,27765.966,42856.165,0.103,0,0
27765.966,42654.962,27967.169,42856.165,0.606,1,0
15895.009,42856.165,16096.212,43057.367,0.061,0,0
15693.807,43057.367,15895.009,43258.570,0.085,0,0
15895.009,43057.367,16096.212,43258.570,0.528,1,0
23339.508,43057.367,23540.710,43258.570,0.140,0,0
23540.710,43057.367,23741.913,43258.570,0.062,0,0
24345.521,43057.367,24546.723,43258.570,0.107,0,0
24546.723,43057.367,24747.926,43258.570,0.471,1,0
33600.843,43258.570,33802.045,43459.773,0.164,0,0
8852.917,43459.773,9054.119,43660.975,0.088,0,0
24546.723,43459.773,24747.926,43660.975,0.093,0,0
33600.843,43459.773,33802.045,43660.975,0.628,1,0
8852.917,43660.975,9054.119,43862.178,0.585,1,0
11669.754,43660.975,11870.956,43862.178,0.114,0,0
24546.723,43660.975,24747.926,43862.178,0.175,0,0
24747.926,43660.975,24949.129,43862.178,0.644,1,0
11468.551,43862.178,11669.754,44063.381,0.055,0,0
23339.508,43862.178,23540.710,44063.381,0.103,0,0
23540.710,43862.178,23741.913,44063.381,0.110,0,0
27363.561,43862.178,27564.763,44063.381,0.287,0,0
27564.763,43862.178,27765.966,44063.381,0.084,0,0
23540.710,44063.381,23741.913,44264.583,0.792,1,0
30180.398,44063.381,30381.600,44264.583,0.039,0,0
30180.398,44264.583,30381.600,44465.786,0.114,0,0
41648.949,44465.786,41850.152,44666.989,0.075,0,0
10060.133,44666.989,10261.335,44868.191,0.059,0,0
41648.949,44666.989,41850.152,44868.191,0.601,1,0
47483.826,44666.989,47685.028,44868.191,0.063,0,0
9858.930,44868.191,10060.133,45069.394,0.203,0,0
20321.468,44868.191,20522.670,45069.394,0.037,0,0
22132.292,44868.191,22333.494,45069.394,0.061,0,0
22333.494,44868.191,22534.697,45069.394,0.049,0,0
47483.826,44868.191,47685.028,45069.394,0.465,1,0
22333.494,45069.394,22534.697,45270.597,0.502,1,0
22534.697,45069.394,22735.900,45270.597,0.104,0,0
34808.059,45069.394,35009.261,45270.597,0.103,0,0
9054.119,45270.597,9255.322,45471.799,0.039,0,0
22333.494,45270.597,22534.697,45471.799,0.131,0,0
34808.059,45270.597,35009.261,45471.799,0.585,1,0
9054.119,45471.799,9255.322,45673.002,0.524,1,0
20120.265,45471.799,20321.468,45673.002,0.046,0,0
11669.754,45673.002,11870.956,45874.205,0.274,0,0
11870.956,45673.002,12072.159,45874.205,0.107,0,0
11669.754,45874.205,11870.956,46075.407,0.036,0,0
16699.820,45874.205,16901.023,46075.407,0.360,0,0
16901.023,45874.205,17102.225,46075.407,0.494,1,0
9255.322,46075.407,9456.525,46276.610,0.176,0,0
13078.172,46075.407,13279.375,46276.610,0.045,0,0
13279.375,46075.407,13480.578,46276.610,0.063,0,0
15090.199,46075.407,15291.402,46276.610,0.795,1,0
9255.322,46276.610,9456.525,46477.812,0.523,1,0
13279.375,46276.610,13480.578,46477.812,0.525,1,0
38228.504,46477.812,38429.706,46679.015,0.054,0,0
10864.943,46679.015,11066.146,46880.218,0.055,0,0
20723.873,46679.015,20925.076,46880.218,0.468,1,0
10864.943,46880.218,11066.146,47081.420,0.033,0,0
9858.930,47081.420,10060.133,47282.623,0.664,1,0
12876.970,47081.420,13078.172,47282.623,0.451,1,0
22534.697,47081.420,22735.900,47282.623,0.098,0,0
22735.900,47081.420,22937.102,47282.623,0.064,0,0
51306.676,47081.420,51507.879,47282.623,0.064,0,0
51507.879,47081.420,51709.081,47282.623,0.041,0,0
22534.697,47282.623,22735.900,47483.826,0.049,0,0
10060.133,47483.826,10261.335,47685.028,0.054,0,0
10060.133,47685.028,10261.335,47886.231,0.581,1,0
11066.146,47685.028,11267.348,47886.231,0.043,0,0
11267.348,47685.028,11468.551,47886.231,0.088,0,0
47886.231,47685.028,48087.434,47886.231,0.308,0,0
48087.434,47685.028,48288.636,47886.231,0.459,1,0
8852.917,47886.231,9054.119,48087.434,0.068,0,0
9054.119,47886.231,9255.322,48087.434,0.209,0,0
11267.348,47886.231,11468.551,48087.434,0.446,1,0
11468.551,47886.231,11669.754,48087.434,0.348,0,0
14888.996,47886.231,15090.199,48087.434,0.173,0,0
32192.424,47886.231,32393.627,48087.434,0.075,0,0
32393.627,47886.231,32594.830,48087.434,0.458,1,0
85913.532,47886.231,86114.735,48087.434,0.064,0,0
9054.119,48087.434,9255.322,48288.636,0.717,1,0
10462.538,48087.434,10663.741,48288.636,0.214,0,0
13279.375,48087.434,13480.578,48288.636,0.079,0,0
13480.578,48087.434,13681.780,48288.636,0.460,1,0
14687.794,48087.434,14888.996,48288.636,0.086,0,0
14888.996,48087.434,15090.199,48288.636,0.476,1,0
51910.284,48087.434,52111.487,48288.636,0.070,0,0
52111.487,48087.434,52312.689,48288.636,0.071,0,0
33600.843,48288.636,33802.045,48489.839,0.042,0,0
52111.487,48288.636,52312.689,48489.839,0.682,1,0
14285.388,48691.042,14486.591,48892.244,0.085,0,0
31588.816,48691.042,31790.019,48892.244,0.119,0,0
11870.956,48892.244,12072.159,49093.447,0.134,0,0
31588.816,48892.244,31790.019,49093.447,0.449,1,0
31790.019,48892.244,31991.222,49093.447,0.040,0,0
11669.754,49093.447,11870.956,49294.650,0.194,0,0
11870.956,49093.447,12072.159,49294.650,0.560,1,0
31790.019,49093.447,31991.222,49294.650,0.533,1,0
11468.551,49294.650,11669.754,49495.852,0.261,0,0
22534.697,49294.650,22735.900,49495.852,0.109,0,0
22735.900,49294.650,22937.102,49495.852,0.528,1,0
8450.511,49495.852,8651.714,49697.055,0.024,0,0
8651.714,49495.852,8852.917,49697.055,0.462,1,0
9456.525,49495.852,9657.727,49697.055,0.284,0,0
11468.551,49495.852,11669.754,49697.055,0.451,1,0
8651.714,49697.055,8852.917,49898.258,0.624,1,0
9456.525,49697.055,9657.727,49898.258,0.708,1,0
12876.970,49697.055,13078.172,49898.258,0.306,0,0
13078.172,49697.055,13279.375,49898.258,0.067,0,0
87925.559,49697.055,88126.761,49898.258,0.169,0,0
34204.451,49898.258,34405.653,50099.460,0.058,0,0
87925.559,49898.258,88126.761,50099.460,0.173,0,0
22937.102,50099.460,23138.305,50300.663,0.084,0,0
34405.653,50099.460,34606.856,50300.663,0.447,1,0
87925.559,50099.460,88126.761,50300.663,0.164,0,0
20522.670,50300.663,20723.873,50501.866,0.486,1,0
87925.559,50300.663,88126.761,50501.866,0.529,1,0
10462.538,50501.866,10663.741,50703.068,0.391,0,0
23339.508,50501.866,23540.710,50703.068,0.131,0,0
32393.627,50501.866,32594.830,50703.068,0.077,0,0
10462.538,50703.068,10663.741,50904.271,0.468,1,0
11066.146,50703.068,11267.348,50904.271,0.128,0,0
11267.348,50703.068,11468.551,50904.271,0.110,0,0
23339.508,50703.068,23540.710,50904.271,0.058,0,0
26759.953,50703.068,26961.155,50904.271,0.173,0,0
26961.155,50703.068,27162.358,50904.271,0.430,1,0
32594.830,50703.068,32796.032,50904.271,0.460,1,0
11066.146,50904.271,11267.348,51105.473,0.054,0,0
20925.076,50904.271,21126.278,51105.473,0.125,0,0
21126.278,51105.473,21327.481,51306.676,0.473,1,0
12675.767,51507.879,12876.970,51709.081,0.040,0,0
23540.710,51507.879,23741.913,51709.081,0.764,1,0
12675.767,51709.081,12876.970,51910.284,0.081,0,0
12876.970,51709.081,13078.172,51910.284,0.471,1,0
13279.375,51709.081,13480.578,51910.284,0.147,0,0
13480.578,51709.081,13681.780,51910.284,0.123,0,0
13279.375,51910.284,13480.578,52111.487,0.046,0,0
19114.252,51910.284,19315.455,52111.487,0.030,0,0
19315.455,51910.284,19516.657,52111.487,0.468,1,0
12474.564,52715.095,12675.767,52916.297,0.092,0,0
12675.767,52715.095,12876.970,52916.297,0.207,0,0
14687.794,52715.095,14888.996,52916.297,0.375,0,0
29777.992,52715.095,29979.195,52916.297,0.040,0,0
32192.424,52715.095,32393.627,52916.297,0.081,0,0
32393.627,52715.095,32594.830,52916.297,0.099,0,0
80078.655,52715.095,80279.858,52916.297,0.070,0,0
10663.741,52916.297,10864.943,53117.500,0.054,0,0
14486.591,52916.297,14687.794,53117.500,0.140,0,0
19516.657,52916.297,19717.860,53117.500,0.302,0,0
27765.966,52916.297,27967.169,53117.500,0.055,0,0
29777.992,52916.297,29979.195,53117.500,0.439,1,0
32393.627,52916.297,32594.830,53117.500,0.643,1,0
80078.655,52916.297,80279.858,53117.500,0.474,1,0
10663.741,53117.500,10864.943,53318.703,0.052,0,0
10864.943,53117.500,11066.146,53318.703,0.569,1,0
13480.578,53117.500,13681.780,53318.703,0.556,1,0
14888.996,53117.500,15090.199,53318.703,0.415,0,0
15090.199,53117.500,15291.402,53318.703,0.048,0,0
22534.697,53117.500,22735.900,53318.703,0.148,0,0
22735.900,53117.500,22937.102,53318.703,0.098,0,0
27967.169,53117.500,28168.371,53318.703,0.736,1,0
79273.845,53117.500,79475.047,53318.703,0.052,0,0
79475.047,53117.500,79676.250,53318.703,0.060,0,0
11267.348,53318.703,11468.551,53519.905,0.180,0,0
15090.199,53318.703,15291.402,53519.905,0.402,0,0
15291.402,53318.703,15492.604,53519.905,0.747,1,0
22534.697,53318.703,22735.900,53519.905,0.047,0,0
22735.900,53318.703,22937.102,53519.905,0.439,1,0
11267.348,53519.905,11468.551,53721.108,0.491,1,0
14084.186,53519.905,14285.388,53721.108,0.197,0,0
15895.009,53519.905,16096.212,53721.108,0.087,0,0
35009.261,53519.905,35210.464,53721.108,0.062,0,0
35210.464,53519.905,35411.667,53721.108,0.034,0,0
14084.186,53721.108,14285.388,53922.311,0.341,0,0
